0.7225399427	lakers
0.7225122391	connecticut
0.7211494560	triangulation
0.7211494560	webster
0.7211494560	maritime
0.7211277336	islamic
0.7204759522	commuter
0.7204759522	arena
0.7204759522	siggraph
0.7204759522	valletta
0.7204759522	gary
0.7200076938	studio
0.7200076938	kent
0.7197732883	hebrew
0.7192260739	guns
0.7191123964	suicide
0.7186628143	spider
0.7183270733	aggregator
0.7181967241	hardin
0.7181967241	inheritance
0.7178159512	soup
0.7175030506	mortality
0.7173550497	reactor
0.7172809151	sing
0.7170362561	humor
0.7169776275	extremists
0.7169651604	horse
0.7169047808	xjq
0.7167627982	coastal
0.7167627982	malta
0.7167627982	settlement
0.7166310836	yopt
0.7165886599	andrews
0.7165127870	rail
0.7165127870	seth
0.7165127870	eli
0.7163441094	compliant
0.7162881075	sur
0.7162881075	unions
0.7162881075	luxury
0.7160702769	detroit
0.7160062436	beck
0.7159374370	justin
0.7158224643	beef
0.7157734722	fuels
0.7156679378	qlearning
0.7156472708	honda
0.7155607703	qtcid
0.7155380640	econometric
0.7154430643	blair
0.7154009291	geoffrey
0.7153668691	civic
0.7153359545	kinetic
0.7153043474	reflection
0.7153043474	cooling
0.7151848790	reproductive
0.7151215621	shelter
0.7150391947	ncut
0.7149479151	fukushima
0.7147453354	minh
0.7147257954	julia
0.7146941306	pollutants
0.7146685796	sri
0.7145129160	wolfram
0.7145129160	interstate
0.7144845343	christie
0.7144845343	toivonen
0.7144107755	socket
0.7143617683	occupational
0.7143617683	zurich
0.7142678519	virtualized
0.7142678519	multicamera
0.7142630870	ethernet
0.7142619405	supercomputer
0.7142390685	nkt
0.7141719785	conscientiousness
0.7140676222	shock
0.7140471329	swimming
0.7140286860	mountains
0.7140214393	goodman
0.7140112577	dolphin
0.7139832671	investigator
0.7139832671	rob
0.7139771754	oq
0.7138540134	herbert
0.7137595408	vcp
0.7137466738	iowa
0.7137466738	angry
0.7137292979	molecule
0.7137292979	reducer
0.7136893833	disney
0.7136637944	rapoport
0.7136551184	iot
0.7135998740	clearance
0.7135885844	tablet
0.7135328426	britain
0.7135328426	batteries
0.7134475561	senators
0.7134332891	rental
0.7133852808	echo
0.7131551353	motors
0.7130566011	jet
0.7130381083	kinetics
0.7130183281	trailing
0.7130145803	hiv
0.7129180360	nonnative
0.7128686383	segregation
0.7128686383	leak
0.7128413852	opencv
0.7127720650	spill
0.7127719369	legislative
0.7127509140	castle
0.7127111916	resonance
0.7126886918	congressional
0.7126886918	dissonance
0.7126886918	tanaka
0.7126491082	hins
0.7126170530	russo
0.7126109187	intracommunity
0.7125624145	ylt
0.7124835130	drama
0.7124086408	dream
0.7123784287	bitrate
0.7123511052	elegans
0.7123107304	affinity
0.7123107304	organisation
0.7122984238	morality
0.7122984238	rna
0.7122984238	continuation
0.7122116766	overflow
0.7122079670	pvp
0.7120927369	ode
0.7120621956	porto
0.7120621956	prima
0.7120621956	spell
0.7119357364	madison
0.7119237483	costsensitive
0.7119027971	steer
0.7118571634	vaccine
0.7118558657	kenneth
0.7118462531	robinson
0.7118262268	fernando
0.7117092892	mustlink
0.7116201053	putin
0.7116186096	geofriends
0.7115912722	sparrow
0.7115850261	theodore
0.7115656466	immigration
0.7114641844	neuroticism
0.7114482211	tumor
0.7114404874	wedding
0.7114404874	grassroots
0.7114229220	synchronizable
0.7114202211	altruism
0.7114125501	quantum
0.7113726982	hewitt
0.7113669326	organic
0.7113246704	periodica
0.7112866864	simmel
0.7112571680	superspreaders
0.7112542642	tournament
0.7112336511	personally
0.7112204013	lakes
0.7111577084	swan
0.7111577084	utrecht
0.7111577084	hudson
0.7110968199	atlas
0.7110724119	liver
0.7110542410	shooter
0.7109617207	classicidcation
0.7109392378	baseball
0.7109392378	mel
0.7109192914	dallas
0.7109192914	greek
0.7109192914	watchdog
0.7109100386	twin
0.7108761273	xo
0.7108516522	fabricio
0.7108259137	fish
0.7107981037	arrested
0.7107981037	sanders
0.7107981037	multinational
0.7107589761	geofolk
0.7107390372	wetherall
0.7107045015	goldman
0.7106370866	irwin
0.7106370866	territories
0.7105197050	tsf
0.7104727806	nonterminal
0.7104654689	dsl
0.7104364091	mmorpg
0.7104187909	dow
0.7104092734	beauty
0.7104067226	chip
0.7103408294	weibo
0.7102597455	cisco
0.7102272767	keyboard
0.7102272767	pharmaceutical
0.7102272767	nonverbal
0.7101598017	captions
0.7101210477	rgb
0.7100997263	mediterranean
0.7100478925	bloomberg
0.7100272185	connective
0.7100029445	drugs
0.7099776420	colorado
0.7099415006	exclamation
0.7098744399	pinning
0.7098152541	wells
0.7097870343	varian
0.7097845606	doe
0.7097769388	iron
0.7097368288	conductivity
0.7097208467	undecideds
0.7096847739	doctrine
0.7096600539	dunbar
0.7096407375	bangalore
0.7096407375	knee
0.7096407375	columbus
0.7096407375	fight
0.7096407375	suzuki
0.7096332081	kodak
0.7096318294	identifiable
0.7096318294	hat
0.7096098173	coarsening
0.7095793179	gaian
0.7095397234	bryant
0.7095397234	malls
0.7094949544	cow
0.7094949544	pbs
0.7094949544	continent
0.7093183827	tony
0.7093177999	ccp
0.7093177999	antenna
0.7092875548	rhythms
0.7092651521	morsi
0.7092199604	twosided
0.7091735621	joe
0.7091608926	checker
0.7091010436	markup
0.7090328211	fibonacci
0.7090221130	phonetic
0.7090209622	digest
0.7090172782	alabama
0.7090069873	maxent
0.7089874600	dpp
0.7089863078	helpers
0.7089658720	differentially
0.7089629279	tokyo
0.7089468936	ncore
0.7089456084	chicken
0.7089168244	boom
0.7089077654	chunking
0.7088938658	mba
0.7088381505	qh
0.7088381505	usma
0.7088314666	substance
0.7088314666	sleeping
0.7088276602	confirmation
0.7087826431	dave
0.7087679832	berkley
0.7087679832	hazardous
0.7087679832	joshua
0.7087679832	pierce
0.7087679832	dispute
0.7087625885	tissue
0.7087625885	sequencing
0.7087625885	lancaster
0.7087054273	quantization
0.7086999254	anxiety
0.7086387655	subway
0.7086140522	sparsication
0.7086106171	sato
0.7086106171	conrad
0.7086106171	swedish
0.7085962095	southeast
0.7084987068	liwc
0.7084766484	brad
0.7084734776	communica
0.7084663157	kaiser
0.7084191855	crh
0.7083242340	dcg
0.7083240728	warehouse
0.7082933694	receptive
0.7082745350	shooting
0.7082343726	islands
0.7082278678	sanchez
0.7082038708	pitt
0.7082011431	levenshtein
0.7081502974	mus
0.7081486712	hepth
0.7081309014	knt
0.7081277030	arabic
0.7080507133	bohmanfriezewormald
0.7080494977	trump
0.7080432998	mother
0.7080314469	prototyping
0.7080196819	zdi
0.7079968884	laplace
0.7079748312	buddies
0.7079679878	grocery
0.7079439629	pmi
0.7078883411	apprentices
0.7078839568	fmax
0.7078773941	filler
0.7077935514	ro
0.7077488213	insider
0.7077488213	stratification
0.7077488213	neil
0.7077486090	neumann
0.7077486090	kobe
0.7077246780	herd
0.7077213484	gcidcid
0.7077160914	miguel
0.7076878649	okv
0.7076264647	tasteweights
0.7076155455	reconciling
0.7076058204	lincoln
0.7076007924	unreachable
0.7075828654	mtm
0.7075823367	daemon
0.7075424584	haiti
0.7075407810	ucb
0.7075179719	caldwell
0.7075094956	panagiotis
0.7075094956	modgil
0.7075094956	phg
0.7074846195	certicate
0.7074635908	sar
0.7074574690	jpeg
0.7073870635	intake
0.7073514170	coal
0.7073514170	emma
0.7073460936	ngerprint
0.7073384458	tobacco
0.7073190275	districts
0.7073004615	catastrophe
0.7072344035	objectgrowth
0.7071594263	irvine
0.7071567814	nobel
0.7071319909	eigenspace
0.7071319909	alla
0.7070994392	alain
0.7070994392	talent
0.7070994392	duncan
0.7070994392	gandhi
0.7070874076	codebook
0.7070789680	maf
0.7070750344	mmr
0.7070750344	azure
0.7070750344	censorship
0.7070693187	helsinki
0.7070453289	ascribed
0.7070345753	pacific
0.7070324777	passenger
0.7070153961	alexandria
0.7070153961	stevens
0.7070116235	netrapalli
0.7069824557	stockholm
0.7069612485	ijk
0.7069157920	kahneman
0.7069090540	bombings
0.7068949616	tianjin
0.7068949616	hopping
0.7068584427	depletion
0.7068249758	violet
0.7068249758	bifurcations
0.7068013462	jigsaw
0.7068013462	enduring
0.7068013462	martha
0.7067623335	vox
0.7067551524	kcores
0.7067113469	fried
0.7067003985	continental
0.7067003985	optics
0.7066577315	depression
0.7066028085	betabin
0.7065935020	wikimedia
0.7065546341	geotag
0.7064833560	venture
0.7064819603	therapy
0.7064819603	andre
0.7064800632	ekt
0.7064695728	epj
0.7064676891	accelerometer
0.7064486952	faceted
0.7064191509	fluid
0.7063887681	sig
0.7062864931	winners
0.7062856913	extraversion
0.7062195625	andy
0.7062165029	prx
0.7062114802	heterophily
0.7062011299	hmmbased
0.7061729775	nonsparse
0.7061528287	islam
0.7061528287	excel
0.7061516136	cidwcid
0.7061303908	transformational
0.7061123369	muslim
0.7059669522	shakespeare
0.7058399461	supernode
0.7058326593	holt
0.7058292348	interagency
0.7056968011	modulo
0.7056968011	tank
0.7056841504	ashwin
0.7056560536	hdfs
0.7055746547	debt
0.7055581120	cargo
0.7055581120	electoral
0.7055575177	voltage
0.7055575177	sudan
0.7055570961	railway
0.7054828824	req
0.7054646059	schecter
0.7054512142	advogato
0.7054166882	lineage
0.7053930933	nonbipartite
0.7053916998	dissipation
0.7053825936	geometries
0.7053430770	disjunctive
0.7053389167	backbones
0.7053208966	keith
0.7053201782	singleuser
0.7053176554	libya
0.7052845303	contractors
0.7052673606	edward
0.7052230982	motor
0.7052210256	args
0.7052084027	diversifying
0.7052026832	autoregression
0.7052003316	bread
0.7051854110	closetooptimal
0.7051489747	gigatensor
0.7051165705	quebec
0.7051084530	coupledlp
0.7051059350	jein
0.7050615945	nam
0.7050615945	vladimir
0.7050377218	cidcidf
0.7050355544	karampourniotis
0.7049991044	multipath
0.7049807763	topple
0.7049782396	scj
0.7049768348	giants
0.7049647980	useruser
0.7049647980	ghost
0.7049480265	tennis
0.7049268723	deduction
0.7049009450	pxy
0.7048998892	gmm
0.7048896405	minas
0.7048707997	mad
0.7048703536	temporality
0.7048680310	icu
0.7048648046	tel
0.7048606833	nervous
0.7048470914	stimulate
0.7048301264	eth
0.7048227953	militia
0.7048219895	eqii
0.7048012602	tragi
0.7047970232	tease
0.7047970232	livermore
0.7046702780	dublin
0.7046538801	cruz
0.7046446039	lca
0.7046336377	barnett
0.7046305316	agreeableness
0.7045626273	tale
0.7045156173	donald
0.7045043387	competitor
0.7044758484	ripple
0.7044350902	electron
0.7044233226	lender
0.7044156444	planners
0.7044019111	axiomatic
0.7043983340	wefollow
0.7043816997	periodogram
0.7043798350	gan
0.7043798350	dover
0.7043773827	flash
0.7043739056	patching
0.7043658791	emissions
0.7043297341	cam
0.7042859945	robbery
0.7042770822	readability
0.7042644365	jeremy
0.7042644365	psychologist
0.7042584478	xg
0.7042439766	lebesgue
0.7042373031	simbet
0.7041876732	parks
0.7041813154	neutrality
0.7041809490	thomson
0.7041809490	messenger
0.7041543747	disintegration
0.7041543747	egos
0.7041543747	guiltbyassociation
0.7041543747	chinas
0.7041530043	olympic
0.7041530043	prosocial
0.7041283800	travelled
0.7041283800	masthoff
0.7041261822	phantom
0.7041261822	dispositional
0.7041106717	codiners
0.7040978291	guardian
0.7040891270	gavin
0.7040526281	milton
0.7040232358	quasistationary
0.7040211114	georg
0.7039727375	nmse
0.7039642521	logt
0.7039506738	pgp
0.7039492403	topples
0.7039343785	solitons
0.7039043312	gun
0.7039008596	radford
0.7038654269	karl
0.7038541148	unvisited
0.7038541148	landing
0.7038454093	headlines
0.7037881889	barry
0.7037584417	greenwald
0.7037461460	carl
0.7037063694	calln
0.7036916463	barrett
0.7036916463	decode
0.7036905824	poi
0.7036824720	league
0.7036670328	noodles
0.7036311419	spatiallyembedded
0.7036188082	carriers
0.7036128640	caviar
0.7036099294	coreness
0.7035836774	blob
0.7035752894	ijt
0.7035627805	shafer
0.7035606041	lobster
0.7035328300	reform
0.7035104535	destruction
0.7034907317	structurational
0.7034695863	gamers
0.7034658624	danai
0.7034443612	asi
0.7034343648	len
0.7034303739	bsp
0.7034292957	gpus
0.7034265566	wcc
0.7034200474	lara
0.7034069512	rangelimited
0.7033961948	reformulation
0.7033866043	mmo
0.7033839113	suppression
0.7033743561	plants
0.7033721970	mated
0.7033474443	mechanistic
0.7033386292	aversion
0.7033386292	dian
0.7033386292	swiss
0.7033386292	formance
0.7033198074	broadband
0.7032862940	interrelations
0.7032862940	discontinuously
0.7032842020	cairo
0.7032288246	ratedistortion
0.7032248010	riverside
0.7032118562	spearman
0.7032087527	telemetry
0.7031563511	prophet
0.7031215351	stewart
0.7031214209	bel
0.7031103809	securities
0.7030667038	gpu
0.7030593853	bandits
0.7030550317	diagnosis
0.7030505052	hvt
0.7030357663	travers
0.7030226284	dix
0.7030226284	glenn
0.7030212530	gdp
0.7030109107	erik
0.7029961178	taskoriented
0.7029800434	poststudy
0.7029637980	nonnil
0.7029535022	newsworthiness
0.7029456011	facial
0.7029437489	zz
0.7029288713	gpsbased
0.7028773213	truthnding
0.7028773213	prefix
0.7028690183	disorder
0.7028688505	crossmodal
0.7028665552	transmitter
0.7028531450	forensic
0.7028269507	textrich
0.7028199478	desert
0.7028176519	avalanche
0.7028071455	gaussians
0.7027735191	freeway
0.7027408798	pulse
0.7027408798	welsh
0.7027408798	pandemic
0.7027387830	clarisense
0.7026755477	aol
0.7026705049	silencing
0.7026704585	reestimation
0.7026649904	antimonotonicity
0.7026566177	mer
0.7026436240	diciderent
0.7026321485	congure
0.7026283967	amortized
0.7026252059	pmin
0.7026209329	fantasy
0.7026195417	mens
0.7025979285	ofoad
0.7025961687	elementary
0.7025258660	setcover
0.7025022161	jsi
0.7024795537	franchise
0.7024745660	reserve
0.7024727392	encoders
0.7024644746	querybased
0.7024494491	mln
0.7024433727	yuqing
0.7024302871	gcc
0.7024152884	gin
0.7024088623	shaping
0.7024087487	raters
0.7023674072	absorption
0.7023627493	festival
0.7023590658	mohamed
0.7023288174	wikier
0.7023229096	kennedy
0.7023229096	disjunction
0.7023181695	crossnetwork
0.7023181695	cataldo
0.7023150607	lbc
0.7023111141	oicc
0.7023064624	honesty
0.7022849915	oslom
0.7022820645	grifths
0.7022779281	israeli
0.7022686104	cluscite
0.7022685004	logit
0.7022685004	demaine
0.7022504564	toyota
0.7022468486	compareandforward
0.7022426865	schuster
0.7022425062	unmanned
0.7021921287	inactivity
0.7021492641	mst
0.7021243430	multistage
0.7021225483	digit
0.7021154691	semesters
0.7020902095	msn
0.7020869246	doyle
0.7020767590	tandem
0.7020647996	marine
0.7020443997	pinned
0.7020440326	visitation
0.7020312192	forbidden
0.7020272082	romney
0.7020250821	ganxis
0.7020145483	datasetspecic
0.7020145483	crosspage
0.7020025983	jeung
0.7019929485	caida
0.7019881851	anil
0.7019805387	accused
0.7019504217	manchester
0.7019416507	lipschitz
0.7019325334	nitesh
0.7019316510	openness
0.7019297577	annealed
0.7019297577	sgr
0.7019190373	nba
0.7019105188	vegas
0.7018260822	extractor
0.7018013486	stdev
0.7017986700	procedural
0.7017665097	knit
0.7017665097	pseudopolynomial
0.7017491211	requesters
0.7017414924	lbnl
0.7017234585	automaton
0.7017224832	axi
0.7017077584	ibl
0.7016767232	threaded
0.7016607449	pred
0.7016581971	huffman
0.7016368815	dequeued
